,Sigla,Início Vigência,Fim Vigência,Subgrupo,Modalidade,Posto,Unidade,TUSD,TE
50010,Enel GO,2012-09-12,2013-01-23,AS,Verde APE,Não se aplica,R$/kW,16.97,0.0
50012,Enel GO,2012-09-12,2013-01-23,AS,Verde,Não se aplica,R$/kW,16.97,0.0
50014,Enel GO,2012-09-12,2013-01-23,AS,Verde,Ponta seca,R$/MWh,765.14,252.73
50016,Enel GO,2012-09-12,2013-01-23,AS,Verde,Ponta úmida,R$/MWh,765.14,225.79
50037,Enel GO,2013-01-24,2013-09-11,A1,Azul,Fora ponta,R$/MWh,8.28,0.0
50040,Enel GO,2013-01-24,2013-09-11,A1,Azul,Fora ponta seca,R$/MWh,8.28,123.68
50042,Enel GO,2013-01-24,2013-09-11,A1,Azul,Fora ponta úmida,R$/MWh,8.28,110.49
50047,Enel GO,2013-01-24,2013-09-11,A1,Azul,Ponta,R$/MWh,8.28,0.0
50050,Enel GO,2013-01-24,2013-09-11,A1,Azul,Ponta seca,R$/MWh,8.28,213.16
50052,Enel GO,2013-01-24,2013-09-11,A1,Azul,Ponta úmida,R$/MWh,8.28,190.43
50054,Enel GO,2013-01-24,2013-09-11,A2,Azul APE,Fora ponta,R$/kW,3.04,0.0
50056,Enel GO,2013-01-24,2013-09-11,A2,Azul,Fora ponta,R$/kW,3.04,0.0
50057,Enel GO,2013-01-24,2013-09-11,A2,Azul,Fora ponta,R$/MWh,8.28,0.0
50060,Enel GO,2013-01-24,2013-09-11,A2,Azul,Fora ponta seca,R$/MWh,8.28,123.68
50062,Enel GO,2013-01-24,2013-09-11,A2,Azul,Fora ponta úmida,R$/MWh,8.28,110.49
50064,Enel GO,2013-01-24,2013-09-11,A2,Azul APE,Ponta,R$/kW,11.02,0.0
50066,Enel GO,2013-01-24,2013-09-11,A2,Azul,Ponta,R$/kW,11.02,0.0
50067,Enel GO,2013-01-24,2013-09-11,A2,Azul,Ponta,R$/MWh,8.28,0.0
50070,Enel GO,2013-01-24,2013-09-11,A2,Azul,Ponta seca,R$/MWh,8.28,213.16
50072,Enel GO,2013-01-24,2013-09-11,A2,Azul,Ponta úmida,R$/MWh,8.28,190.43
50100,Enel GO,2013-01-24,2013-09-11,A3,Azul APE,Fora ponta,R$/kW,5.75,0.0
50102,Enel GO,2013-01-24,2013-09-11,A3,Azul,Fora ponta,R$/kW,5.75,0.0
50103,Enel GO,2013-01-24,2013-09-11,A3,Azul,Fora ponta,R$/MWh,8.28,0.0
50106,Enel GO,2013-01-24,2013-09-11,A3,Azul,Fora ponta seca,R$/MWh,8.28,123.68
50108,Enel GO,2013-01-24,2013-09-11,A3,Azul,Fora ponta úmida,R$/MWh,8.28,110.49
50110,Enel GO,2013-01-24,2013-09-11,A3,Azul APE,Ponta,R$/kW,19.38,0.0
50112,Enel GO,2013-01-24,2013-09-11,A3,Azul,Ponta,R$/kW,19.38,0.0
50113,Enel GO,2013-01-24,2013-09-11,A3,Azul,Ponta,R$/MWh,8.28,0.0
50116,Enel GO,2013-01-24,2013-09-11,A3,Azul,Ponta seca,R$/MWh,8.28,213.16
50118,Enel GO,2013-01-24,2013-09-11,A3,Azul,Ponta úmida,R$/MWh,8.28,190.43
50130,Enel GO,2013-01-24,2013-09-11,A3a,Azul APE,Fora ponta,R$/kW,8.87,0.0
50132,Enel GO,2013-01-24,2013-09-11,A3a,Azul,Fora ponta,R$/kW,8.87,0.0
50133,Enel GO,2013-01-24,2013-09-11,A3a,Azul,Fora ponta,R$/MWh,8.28,0.0
50136,Enel GO,2013-01-24,2013-09-11,A3a,Azul,Fora ponta seca,R$/MWh,8.28,123.68
50138,Enel GO,2013-01-24,2013-09-11,A3a,Azul,Fora ponta úmida,R$/MWh,8.28,110.49
50140,Enel GO,2013-01-24,2013-09-11,A3a,Azul APE,Ponta,R$/kW,25.47,0.0
50142,Enel GO,2013-01-24,2013-09-11,A3a,Azul,Ponta,R$/kW,25.47,0.0
50143,Enel GO,2013-01-24,2013-09-11,A3a,Azul,Ponta,R$/MWh,8.28,0.0
50146,Enel GO,2013-01-24,2013-09-11,A3a,Azul,Ponta seca,R$/MWh,8.28,213.16
50148,Enel GO,2013-01-24,2013-09-11,A3a,Azul,Ponta úmida,R$/MWh,8.28,190.43
50164,Enel GO,2013-01-24,2013-09-11,A3a,Verde,Fora ponta seca,R$/MWh,8.28,123.68
50166,Enel GO,2013-01-24,2013-09-11,A3a,Verde,Fora ponta úmida,R$/MWh,8.28,110.49
50168,Enel GO,2013-01-24,2013-09-11,A3a,Verde APE,Não se aplica,R$/kW,8.87,0.0
50170,Enel GO,2013-01-24,2013-09-11,A3a,Verde,Não se aplica,R$/kW,8.87,0.0
50172,Enel GO,2013-01-24,2013-09-11,A3a,Verde,Ponta seca,R$/MWh,599.67,213.16
50174,Enel GO,2013-01-24,2013-09-11,A3a,Verde,Ponta úmida,R$/MWh,599.67,190.43
50176,Enel GO,2013-01-24,2013-09-11,A4,Azul APE,Fora ponta,R$/kW,8.89,0.0
50178,Enel GO,2013-01-24,2013-09-11,A4,Azul,Fora ponta,R$/kW,8.89,0.0
50179,Enel GO,2013-01-24,2013-09-11,A4,Azul,Fora ponta,R$/MWh,8.28,0.0
50182,Enel GO,2013-01-24,2013-09-11,A4,Azul,Fora ponta seca,R$/MWh,8.28,123.68
50184,Enel GO,2013-01-24,2013-09-11,A4,Azul,Fora ponta úmida,R$/MWh,8.28,110.49
50186,Enel GO,2013-01-24,2013-09-11,A4,Azul APE,Ponta,R$/kW,25.61,0.0
50188,Enel GO,2013-01-24,2013-09-11,A4,Azul,Ponta,R$/kW,25.61,0.0
50189,Enel GO,2013-01-24,2013-09-11,A4,Azul,Ponta,R$/MWh,8.28,0.0
50192,Enel GO,2013-01-24,2013-09-11,A4,Azul,Ponta seca,R$/MWh,8.28,213.16
50194,Enel GO,2013-01-24,2013-09-11,A4,Azul,Ponta úmida,R$/MWh,8.28,190.43
50202,Enel GO,2013-01-24,2013-09-11,A4,Verde,Fora ponta seca,R$/MWh,8.28,123.68
50204,Enel GO,2013-01-24,2013-09-11,A4,Verde,Fora ponta úmida,R$/MWh,8.28,110.49
50206,Enel GO,2013-01-24,2013-09-11,A4,Verde APE,Não se aplica,R$/kW,8.89,0.0
50208,Enel GO,2013-01-24,2013-09-11,A4,Verde,Não se aplica,R$/kW,8.89,0.0
50210,Enel GO,2013-01-24,2013-09-11,A4,Verde,Ponta seca,R$/MWh,603.01,213.16
50212,Enel GO,2013-01-24,2013-09-11,A4,Verde,Ponta úmida,R$/MWh,603.01,190.43
50214,Enel GO,2013-01-24,2013-09-11,AS,Azul APE,Fora ponta,R$/kW,13.64,0.0
50216,Enel GO,2013-01-24,2013-09-11,AS,Azul,Fora ponta,R$/kW,13.64,0.0
50218,Enel GO,2013-01-24,2013-09-11,AS,Azul,Fora ponta seca,R$/MWh,8.28,123.68
50220,Enel GO,2013-01-24,2013-09-11,AS,Azul,Fora ponta úmida,R$/MWh,8.28,110.49
50222,Enel GO,2013-01-24,2013-09-11,AS,Azul APE,Ponta,R$/kW,26.79,0.0
50224,Enel GO,2013-01-24,2013-09-11,AS,Azul,Ponta,R$/kW,26.79,0.0
50226,Enel GO,2013-01-24,2013-09-11,AS,Azul,Ponta seca,R$/MWh,8.28,213.16
50228,Enel GO,2013-01-24,2013-09-11,AS,Azul,Ponta úmida,R$/MWh,8.28,190.43
50234,Enel GO,2013-01-24,2013-09-11,AS,Verde,Fora ponta seca,R$/MWh,8.28,123.68
50236,Enel GO,2013-01-24,2013-09-11,AS,Verde,Fora ponta úmida,R$/MWh,8.28,110.49
50238,Enel GO,2013-01-24,2013-09-11,AS,Verde APE,Não se aplica,R$/kW,13.69,0.0
50240,Enel GO,2013-01-24,2013-09-11,AS,Verde,Não se aplica,R$/kW,13.69,0.0
50242,Enel GO,2013-01-24,2013-09-11,AS,Verde,Ponta seca,R$/MWh,630.63,213.16
50244,Enel GO,2013-01-24,2013-09-11,AS,Verde,Ponta úmida,R$/MWh,630.63,190.43
50266,Enel GO,2013-09-12,2014-09-11,A1,Azul APE,Fora ponta,R$/MWh,0.37,0.0
50272,Enel GO,2013-09-12,2014-09-11,A1,Azul,Fora ponta,R$/MWh,0.0,136.49
50278,Enel GO,2013-09-12,2014-09-11,A1,Azul APE,Ponta,R$/MWh,0.37,0.0
50284,Enel GO,2013-09-12,2014-09-11,A1,Azul,Ponta,R$/MWh,0.0,226.48
50285,Enel GO,2013-09-12,2014-09-11,A2,Azul APE,Fora ponta,R$/kW,1.62,0.0
50288,Enel GO,2013-09-12,2014-09-11,A2,Azul APE,Fora ponta,R$/MWh,3.19,0.0
50289,Enel GO,2013-09-12,2014-09-11,A2,Azul,Fora ponta,R$/kW,1.62,0.0
50292,Enel GO,2013-09-12,2014-09-11,A2,Azul,Fora ponta,R$/MWh,12.1,136.49
50293,Enel GO,2013-09-12,2014-09-11,A2,Azul APE,Ponta,R$/kW,3.77,0.0
50296,Enel GO,2013-09-12,2014-09-11,A2,Azul APE,Ponta,R$/MWh,3.19,0.0
50297,Enel GO,2013-09-12,2014-09-11,A2,Azul,Ponta,R$/kW,3.77,0.0
50300,Enel GO,2013-09-12,2014-09-11,A2,Azul,Ponta,R$/MWh,12.1,226.48
50333,Enel GO,2013-09-12,2014-09-11,A3,Azul APE,Fora ponta,R$/kW,3.22,0.0
50336,Enel GO,2013-09-12,2014-09-11,A3,Azul APE,Fora ponta,R$/MWh,7.28,0.0
50337,Enel GO,2013-09-12,2014-09-11,A3,Azul,Fora ponta,R$/kW,3.22,0.0
50340,Enel GO,2013-09-12,2014-09-11,A3,Azul,Fora ponta,R$/MWh,16.19,136.49
50342,Enel GO,2013-09-12,2014-09-11,A3,Azul APE,Ponta,R$/kW,10.4,0.0
50344,Enel GO,2013-09-12,2014-09-11,A3,Azul APE,Ponta,R$/MWh,7.28,0.0
50346,Enel GO,2013-09-12,2014-09-11,A3,Azul,Ponta,R$/kW,10.4,0.0
50348,Enel GO,2013-09-12,2014-09-11,A3,Azul,Ponta,R$/MWh,16.19,226.48
50360,Enel GO,2013-09-12,2014-09-11,A3a,Azul APE,Fora ponta,R$/kW,8.31,0.0
50362,Enel GO,2013-09-12,2014-09-11,A3a,Azul APE,Fora ponta,R$/MWh,12.24,0.0
50364,Enel GO,2013-09-12,2014-09-11,A3a,Azul,Fora ponta,R$/kW,8.31,0.0
50366,Enel GO,2013-09-12,2014-09-11,A3a,Azul,Fora ponta,R$/MWh,21.15,136.49
50368,Enel GO,2013-09-12,2014-09-11,A3a,Azul APE,Ponta,R$/kW,24.02,0.0
50370,Enel GO,2013-09-12,2014-09-11,A3a,Azul APE,Ponta,R$/MWh,12.24,0.0
50372,Enel GO,2013-09-12,2014-09-11,A3a,Azul,Ponta,R$/kW,24.02,0.0
50374,Enel GO,2013-09-12,2014-09-11,A3a,Azul,Ponta,R$/MWh,21.15,226.48
50396,Enel GO,2013-09-12,2014-09-11,A3a,Verde APE,Fora ponta,R$/MWh,12.24,0.0
50398,Enel GO,2013-09-12,2014-09-11,A3a,Verde,Fora ponta,R$/MWh,21.15,136.49
50400,Enel GO,2013-09-12,2014-09-11,A3a,Verde APE,Não se aplica,R$/kW,8.31,0.0
50402,Enel GO,2013-09-12,2014-09-11,A3a,Verde,Não se aplica,R$/kW,8.31,0.0
50404,Enel GO,2013-09-12,2014-09-11,A3a,Verde APE,Ponta,R$/MWh,595.68,0.0
50406,Enel GO,2013-09-12,2014-09-11,A3a,Verde,Ponta,R$/MWh,604.59,226.48
50408,Enel GO,2013-09-12,2014-09-11,A4,Azul APE,Fora ponta,R$/kW,8.31,0.0
50410,Enel GO,2013-09-12,2014-09-11,A4,Azul APE,Fora ponta,R$/MWh,12.33,0.0
50412,Enel GO,2013-09-12,2014-09-11,A4,Azul,Fora ponta,R$/kW,8.31,0.0
50414,Enel GO,2013-09-12,2014-09-11,A4,Azul,Fora ponta,R$/MWh,21.25,136.49
50416,Enel GO,2013-09-12,2014-09-11,A4,Azul APE,Ponta,R$/kW,24.02,0.0
50418,Enel GO,2013-09-12,2014-09-11,A4,Azul APE,Ponta,R$/MWh,12.33,0.0
50420,Enel GO,2013-09-12,2014-09-11,A4,Azul,Ponta,R$/kW,24.02,0.0
50422,Enel GO,2013-09-12,2014-09-11,A4,Azul,Ponta,R$/MWh,21.25,226.48
50430,Enel GO,2013-09-12,2014-09-11,A4,Verde APE,Fora ponta,R$/MWh,12.33,0.0
50432,Enel GO,2013-09-12,2014-09-11,A4,Verde,Fora ponta,R$/MWh,21.25,136.49
50434,Enel GO,2013-09-12,2014-09-11,A4,Verde APE,Não se aplica,R$/kW,8.31,0.0
50436,Enel GO,2013-09-12,2014-09-11,A4,Verde,Não se aplica,R$/kW,8.31,0.0
50438,Enel GO,2013-09-12,2014-09-11,A4,Verde APE,Ponta,R$/MWh,595.77,0.0
50440,Enel GO,2013-09-12,2014-09-11,A4,Verde,Ponta,R$/MWh,604.69,226.48
50442,Enel GO,2013-09-12,2014-09-11,AS,Azul,Fora ponta,R$/MWh,0.0,136.49
50444,Enel GO,2013-09-12,2014-09-11,AS,Azul,Ponta,R$/MWh,0.0,226.48
50446,Enel GO,2013-09-12,2014-09-11,AS,Verde APE,Fora ponta,R$/MWh,21.98,0.0
50448,Enel GO,2013-09-12,2014-09-11,AS,Verde,Fora ponta,R$/MWh,30.9,136.49
50449,Enel GO,2013-09-12,2014-09-11,AS,Verde APE,Não se aplica,R$/kW,6.93,0.0
50451,Enel GO,2013-09-12,2014-09-11,AS,Verde,Não se aplica,R$/kW,6.93,0.0
50454,Enel GO,2013-09-12,2014-09-11,AS,Verde APE,Ponta,R$/MWh,878.18,0.0
50456,Enel GO,2013-09-12,2014-09-11,AS,Verde,Ponta,R$/MWh,887.09,226.48
50516,Enel GO,2014-09-12,2015-03-01,A1,Azul,Fora ponta,R$/MWh,0.0,175.99
50526,Enel GO,2014-09-12,2015-03-01,A1,Azul,Ponta,R$/MWh,0.0,294.46
50528,Enel GO,2014-09-12,2015-03-01,A2,Azul APE,Fora ponta,R$/kW,2.34,0.0
50530,Enel GO,2014-09-12,2015-03-01,A2,Azul APE,Fora ponta,R$/MWh,4.26,0.0
50532,Enel GO,2014-09-12,2015-03-01,A2,Azul,Fora ponta,R$/kW,2.34,0.0
50534,Enel GO,2014-09-12,2015-03-01,A2,Azul,Fora ponta,R$/MWh,16.32,175.99
50536,Enel GO,2014-09-12,2015-03-01,A2,Azul APE,Ponta,R$/kW,4.57,0.0
50538,Enel GO,2014-09-12,2015-03-01,A2,Azul APE,Ponta,R$/MWh,4.26,0.0
50540,Enel GO,2014-09-12,2015-03-01,A2,Azul,Ponta,R$/kW,4.57,0.0
50542,Enel GO,2014-09-12,2015-03-01,A2,Azul,Ponta,R$/MWh,16.32,294.46
50574,Enel GO,2014-09-12,2015-03-01,A3,Azul APE,Fora ponta,R$/kW,3.86,0.0
50576,Enel GO,2014-09-12,2015-03-01,A3,Azul APE,Fora ponta,R$/MWh,9.57,0.0
50578,Enel GO,2014-09-12,2015-03-01,A3,Azul,Fora ponta,R$/kW,3.86,0.0
50580,Enel GO,2014-09-12,2015-03-01,A3,Azul,Fora ponta,R$/MWh,21.63,175.99
50582,Enel GO,2014-09-12,2015-03-01,A3,Azul APE,Ponta,R$/kW,11.16,0.0
50584,Enel GO,2014-09-12,2015-03-01,A3,Azul APE,Ponta,R$/MWh,9.57,0.0
50586,Enel GO,2014-09-12,2015-03-01,A3,Azul,Ponta,R$/kW,11.16,0.0
50588,Enel GO,2014-09-12,2015-03-01,A3,Azul,Ponta,R$/MWh,21.63,294.46
50600,Enel GO,2014-09-12,2015-03-01,A3a,Azul APE,Fora ponta,R$/kW,9.62,0.0
50602,Enel GO,2014-09-12,2015-03-01,A3a,Azul APE,Fora ponta,R$/MWh,16.32,0.0
50604,Enel GO,2014-09-12,2015-03-01,A3a,Azul,Fora ponta,R$/kW,9.62,0.0
50606,Enel GO,2014-09-12,2015-03-01,A3a,Azul,Fora ponta,R$/MWh,28.38,175.99
50608,Enel GO,2014-09-12,2015-03-01,A3a,Azul APE,Ponta,R$/kW,27.16,0.0
50610,Enel GO,2014-09-12,2015-03-01,A3a,Azul APE,Ponta,R$/MWh,16.32,0.0
50612,Enel GO,2014-09-12,2015-03-01,A3a,Azul,Ponta,R$/kW,27.16,0.0
50614,Enel GO,2014-09-12,2015-03-01,A3a,Azul,Ponta,R$/MWh,28.38,294.46
50628,Enel GO,2014-09-12,2015-03-01,A3a,Verde APE,Fora ponta,R$/MWh,16.32,0.0
50630,Enel GO,2014-09-12,2015-03-01,A3a,Verde,Fora ponta,R$/MWh,28.38,175.99
50632,Enel GO,2014-09-12,2015-03-01,A3a,Verde APE,Não se aplica,R$/kW,9.62,0.0
50634,Enel GO,2014-09-12,2015-03-01,A3a,Verde,Não se aplica,R$/kW,9.62,0.0
50636,Enel GO,2014-09-12,2015-03-01,A3a,Verde APE,Ponta,R$/MWh,676.63,0.0
50638,Enel GO,2014-09-12,2015-03-01,A3a,Verde,Ponta,R$/MWh,688.69,294.46
50640,Enel GO,2014-09-12,2015-03-01,A4,Azul APE,Fora ponta,R$/kW,9.62,0.0
50642,Enel GO,2014-09-12,2015-03-01,A4,Azul APE,Fora ponta,R$/MWh,16.51,0.0
50644,Enel GO,2014-09-12,2015-03-01,A4,Azul,Fora ponta,R$/kW,9.62,0.0
50646,Enel GO,2014-09-12,2015-03-01,A4,Azul,Fora ponta,R$/MWh,28.57,175.99
50648,Enel GO,2014-09-12,2015-03-01,A4,Azul APE,Ponta,R$/kW,27.16,0.0
50650,Enel GO,2014-09-12,2015-03-01,A4,Azul APE,Ponta,R$/MWh,16.51,0.0
50652,Enel GO,2014-09-12,2015-03-01,A4,Azul,Ponta,R$/kW,27.16,0.0
50654,Enel GO,2014-09-12,2015-03-01,A4,Azul,Ponta,R$/MWh,28.57,294.46
50662,Enel GO,2014-09-12,2015-03-01,A4,Verde APE,Fora ponta,R$/MWh,16.51,0.0
50664,Enel GO,2014-09-12,2015-03-01,A4,Verde,Fora ponta,R$/MWh,28.57,175.99
50666,Enel GO,2014-09-12,2015-03-01,A4,Verde APE,Não se aplica,R$/kW,9.62,0.0
50668,Enel GO,2014-09-12,2015-03-01,A4,Verde,Não se aplica,R$/kW,9.62,0.0
50670,Enel GO,2014-09-12,2015-03-01,A4,Verde APE,Ponta,R$/MWh,676.81,0.0
50672,Enel GO,2014-09-12,2015-03-01,A4,Verde,Ponta,R$/MWh,688.87,294.46
50674,Enel GO,2014-09-12,2015-03-01,AS,Azul APE,Fora ponta,R$/kW,7.67,0.0
50676,Enel GO,2014-09-12,2015-03-01,AS,Azul APE,Fora ponta,R$/MWh,29.16,0.0
50678,Enel GO,2014-09-12,2015-03-01,AS,Azul,Fora ponta,R$/kW,7.67,0.0
50680,Enel GO,2014-09-12,2015-03-01,AS,Azul,Fora ponta,R$/MWh,41.22,175.99
50682,Enel GO,2014-09-12,2015-03-01,AS,Azul APE,Ponta,R$/kW,36.08,0.0
50684,Enel GO,2014-09-12,2015-03-01,AS,Azul APE,Ponta,R$/MWh,29.16,0.0
50686,Enel GO,2014-09-12,2015-03-01,AS,Azul,Ponta,R$/kW,36.08,0.0
50688,Enel GO,2014-09-12,2015-03-01,AS,Azul,Ponta,R$/MWh,41.22,294.46
50694,Enel GO,2014-09-12,2015-03-01,AS,Verde APE,Fora ponta,R$/MWh,29.16,0.0
50696,Enel GO,2014-09-12,2015-03-01,AS,Verde,Fora ponta,R$/MWh,41.22,175.99
50698,Enel GO,2014-09-12,2015-03-01,AS,Verde APE,Não se aplica,R$/kW,7.67,0.0
50700,Enel GO,2014-09-12,2015-03-01,AS,Verde,Não se aplica,R$/kW,7.67,0.0
50702,Enel GO,2014-09-12,2015-03-01,AS,Verde APE,Ponta,R$/MWh,906.27,0.0
50704,Enel GO,2014-09-12,2015-03-01,AS,Verde,Ponta,R$/MWh,918.33,294.46
50760,Enel GO,2015-03-02,2015-09-11,A1,Azul,Fora ponta,R$/MWh,0.0,208.94
50770,Enel GO,2015-03-02,2015-09-11,A1,Azul,Ponta,R$/MWh,0.0,343.17
50772,Enel GO,2015-03-02,2015-09-11,A2,Azul APE,Fora ponta,R$/kW,2.34,0.0
50774,Enel GO,2015-03-02,2015-09-11,A2,Azul APE,Fora ponta,R$/MWh,4.84,0.0
50776,Enel GO,2015-03-02,2015-09-11,A2,Azul,Fora ponta,R$/kW,2.34,0.0
50778,Enel GO,2015-03-02,2015-09-11,A2,Azul,Fora ponta,R$/MWh,66.0,208.94
50780,Enel GO,2015-03-02,2015-09-11,A2,Azul APE,Ponta,R$/kW,4.57,0.0
50782,Enel GO,2015-03-02,2015-09-11,A2,Azul APE,Ponta,R$/MWh,4.84,0.0
50784,Enel GO,2015-03-02,2015-09-11,A2,Azul,Ponta,R$/kW,4.57,0.0
50786,Enel GO,2015-03-02,2015-09-11,A2,Azul,Ponta,R$/MWh,66.0,343.17
50818,Enel GO,2015-03-02,2015-09-11,A3,Azul APE,Fora ponta,R$/kW,3.86,0.0
50820,Enel GO,2015-03-02,2015-09-11,A3,Azul APE,Fora ponta,R$/MWh,10.87,0.0
50822,Enel GO,2015-03-02,2015-09-11,A3,Azul,Fora ponta,R$/kW,3.86,0.0
50824,Enel GO,2015-03-02,2015-09-11,A3,Azul,Fora ponta,R$/MWh,72.03,208.94
50826,Enel GO,2015-03-02,2015-09-11,A3,Azul APE,Ponta,R$/kW,11.16,0.0
50828,Enel GO,2015-03-02,2015-09-11,A3,Azul APE,Ponta,R$/MWh,10.87,0.0
50830,Enel GO,2015-03-02,2015-09-11,A3,Azul,Ponta,R$/kW,11.16,0.0
50832,Enel GO,2015-03-02,2015-09-11,A3,Azul,Ponta,R$/MWh,72.03,343.17
50844,Enel GO,2015-03-02,2015-09-11,A3a,Azul APE,Fora ponta,R$/kW,9.62,0.0
50846,Enel GO,2015-03-02,2015-09-11,A3a,Azul APE,Fora ponta,R$/MWh,18.53,0.0
50848,Enel GO,2015-03-02,2015-09-11,A3a,Azul,Fora ponta,R$/kW,9.62,0.0
50850,Enel GO,2015-03-02,2015-09-11,A3a,Azul,Fora ponta,R$/MWh,79.68,208.94
50852,Enel GO,2015-03-02,2015-09-11,A3a,Azul APE,Ponta,R$/kW,27.16,0.0
50854,Enel GO,2015-03-02,2015-09-11,A3a,Azul APE,Ponta,R$/MWh,18.53,0.0
50856,Enel GO,2015-03-02,2015-09-11,A3a,Azul,Ponta,R$/kW,27.16,0.0
50858,Enel GO,2015-03-02,2015-09-11,A3a,Azul,Ponta,R$/MWh,79.68,343.17
50872,Enel GO,2015-03-02,2015-09-11,A3a,Verde APE,Fora ponta,R$/MWh,18.53,0.0
50874,Enel GO,2015-03-02,2015-09-11,A3a,Verde,Fora ponta,R$/MWh,79.68,208.94
50876,Enel GO,2015-03-02,2015-09-11,A3a,Verde APE,Não se aplica,R$/kW,9.62,0.0
50878,Enel GO,2015-03-02,2015-09-11,A3a,Verde,Não se aplica,R$/kW,9.62,0.0
50880,Enel GO,2015-03-02,2015-09-11,A3a,Verde APE,Ponta,R$/MWh,681.6,0.0
50882,Enel GO,2015-03-02,2015-09-11,A3a,Verde,Ponta,R$/MWh,742.76,343.17
50884,Enel GO,2015-03-02,2015-09-11,A4,Azul APE,Fora ponta,R$/kW,9.62,0.0
50886,Enel GO,2015-03-02,2015-09-11,A4,Azul APE,Fora ponta,R$/MWh,18.74,0.0
50888,Enel GO,2015-03-02,2015-09-11,A4,Azul,Fora ponta,R$/kW,9.62,0.0
50890,Enel GO,2015-03-02,2015-09-11,A4,Azul,Fora ponta,R$/MWh,79.89,208.94
50892,Enel GO,2015-03-02,2015-09-11,A4,Azul APE,Ponta,R$/kW,27.16,0.0
50894,Enel GO,2015-03-02,2015-09-11,A4,Azul APE,Ponta,R$/MWh,18.74,0.0
50896,Enel GO,2015-03-02,2015-09-11,A4,Azul,Ponta,R$/kW,27.16,0.0
50898,Enel GO,2015-03-02,2015-09-11,A4,Azul,Ponta,R$/MWh,79.89,343.17
50906,Enel GO,2015-03-02,2015-09-11,A4,Verde APE,Fora ponta,R$/MWh,18.74,0.0
50908,Enel GO,2015-03-02,2015-09-11,A4,Verde,Fora ponta,R$/MWh,79.89,208.94
50910,Enel GO,2015-03-02,2015-09-11,A4,Verde APE,Não se aplica,R$/kW,9.62,0.0
50912,Enel GO,2015-03-02,2015-09-11,A4,Verde,Não se aplica,R$/kW,9.62,0.0
50914,Enel GO,2015-03-02,2015-09-11,A4,Verde APE,Ponta,R$/MWh,681.81,0.0
50916,Enel GO,2015-03-02,2015-09-11,A4,Verde,Ponta,R$/MWh,742.96,343.17
50918,Enel GO,2015-03-02,2015-09-11,AS,Azul APE,Fora ponta,R$/kW,7.67,0.0
50920,Enel GO,2015-03-02,2015-09-11,AS,Azul APE,Fora ponta,R$/MWh,33.13,0.0
50922,Enel GO,2015-03-02,2015-09-11,AS,Azul,Fora ponta,R$/kW,7.67,0.0
50924,Enel GO,2015-03-02,2015-09-11,AS,Azul,Fora ponta,R$/MWh,94.28,208.94
50926,Enel GO,2015-03-02,2015-09-11,AS,Azul APE,Ponta,R$/kW,36.08,0.0
50928,Enel GO,2015-03-02,2015-09-11,AS,Azul APE,Ponta,R$/MWh,33.13,0.0
50930,Enel GO,2015-03-02,2015-09-11,AS,Azul,Ponta,R$/kW,36.08,0.0
50932,Enel GO,2015-03-02,2015-09-11,AS,Azul,Ponta,R$/MWh,94.28,343.17
50938,Enel GO,2015-03-02,2015-09-11,AS,Verde APE,Fora ponta,R$/MWh,33.13,0.0
50940,Enel GO,2015-03-02,2015-09-11,AS,Verde,Fora ponta,R$/MWh,94.28,208.94
